Crank,Action|Crime|Thriller,2006,7,Mark Neveldine,83,170,93,Jason Statham,26000,Edi Gathegi,725,Jose Pablo Cantillo,501,27829874,196422,28767,1,assassin|cult film|doctor|heart|poison,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,444,English,USA,R,12000000,1.78,0,Color
Crank: High Voltage,Action|Crime|Sci-Fi|Thriller,2009,6.2,Mark Neveldine,83,150,96,Jason Statham,26000,Clifton Collins Jr.,968,David Carradine,926,13630226,112516,30541,0,artificial heart|heart|horse penis|prostitute|stripper,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223,English,USA,R,20000000,1.85,0,Color
The Expendables 3,Action|Adventure|Thriller,2014,6.1,Patrick Hughes,385,320,131,Jason Statham,26000,Sylvester Stallone,13000,Harrison Ford,11000,39292022,127258,52610,15,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,http://www.imdb.com/title/tt2333784/?ref_=fn_tt_tt_1,351,English,USA,PG-13,90000000,2.35,56000,Color
Death Race,Action|Sci-Fi|Thriller,2008,6.4,Paul W.S. Anderson,545,230,111,Jason Statham,26000,Max Ryan,872,Joan Allen,805,36064910,166610,28643,4,armored car|car|murder|prison|warden,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,211,English,USA,R,45000000,2.35,0,Color
War,Action|Crime|Thriller,2007,6.3,Philip G. Atwell,5,119,103,Jason Statham,26000,Jet Li,5000,Nadine Velazquez,874,22466994,72673,33565,0,assassin|betrayal|fbi|fbi agent|yakuza,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,166,English,USA,R,25000000,2.35,0,Color
The Bank Job,Crime|Drama|Romance|Thriller,2008,7.3,Roger Donaldson,79,222,111,Jason Statham,26000,Saffron Burrows,811,Daniel Mays,287,30028592,152247,27755,0,chase|heist|london england|mobster|safe deposit,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189,English,UK,R,20000000,2.35,0,Color
The Mechanic,Action|Crime|Thriller,2011,6.6,Simon West,165,252,93,Jason Statham,26000,Tony Goldwyn,956,Mini Anden,350,29113588,117999,27834,0,apprentice|disobeying orders|gas station|hitman|nightclub,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,181,English,USA,R,40000000,2.35,16000,Color
The Expendables 2,Action|Adventure|Thriller,2012,6.7,Simon West,165,383,103,Jason Statham,26000,Sylvester Stallone,13000,Bruce Willis,13000,85017401,246803,57881,3,church|hostage|mine|plutonium|revenge,http://www.imdb.com/title/tt1764651/?ref_=fn_tt_tt_1,474,English,USA,R,92000000,2.35,108000,Color
Wild Card,Action|Crime|Drama|Thriller,2015,5.6,Simon West,165,130,92,Jason Statham,26000,Michael Angarano,947,Jason Alexander,700,,36487,29773,0,bodyguard|criminal|gambling|mob boss|thug,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,114,English,USA,R,30000000,2.35,0,Color
The Expendables,Action|Adventure|Thriller,2010,6.5,Sylvester Stallone,13000,424,113,Jason Statham,26000,Sylvester Stallone,13000,Jet Li,5000,102981571,270226,46355,9,action hero|assassination attempt|explosion|machine gun|rescue mission,http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1,741,English,USA,R,80000000,2.35,57000,Color
Parker,Action|Crime|Romance|Thriller,2013,6.2,Taylor Hackford,138,224,118,Jason Statham,26000,Clifton Collins Jr.,968,Wendell Pierce,458,17609982,90046,28479,0,action hero|disguise|hospital|real estate agent|thief,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141,English,USA,R,35000000,2.35,17000,Color
In the Name of the King: A Dungeon Siege Tale,Action|Adventure|Fantasy|Thriller,2007,3.8,Uwe Boll,892,140,156,Jason Statham,26000,Mike Dopud,368,Tania Saulnier,102,4535117,38398,26564,3,farmer|king|krug|rescue|wizard,http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1,368,English,Germany,PG-13,60000000,2.35,0,Color
